kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_kepmag,ra,dec,catalog,target_id,label
5184584,K01564.01,Kepler-891 b,CONFIRMED,53.44944498,6.701e-05,-6.701e-05,3437.0,33.2,-33.2,5.3091,0.0439,-0.0439,5.82,1.49,-0.5,1.0,0.257,-0.086,5919.0,162.0,-203.0,4.485,0.044,-0.187,15.287,291.0838,40.355251,KEPLER_CONFIRMED,5184584,1
5184911,K02719.01,Kepler-1324 b,CONFIRMED,4.11585514,1.16e-05,-1.16e-05,425.8,24.9,-24.9,1.4858,0.0825,-0.0825,1.93,0.13,-0.2,0.823,0.056,-0.086,4827.0,129.0,-144.0,4.508,0.084,-0.07,15.141,291.18497,40.311211,KEPLER_CONFIRMED,5184911,1
5185897,K02693.03,Kepler-398 d,CONFIRMED,6.83440674,1.924e-05,-1.924e-05,177.1,6.8,-6.8,2.2726,0.0609,-0.0609,1.01,0.07,-0.03,0.635,0.045,-0.019,4498.0,90.0,-90.0,4.661,0.012,-0.042,13.256,291.46866,40.343849,KEPLER_CONFIRMED,5185897,1
5195172,K01671.01,Kepler-1763 b,CONFIRMED,1.480283464,6.172e-06,-6.172e-06,60.5,3.3,-3.3,2.486,0.108,-0.108,0.97,0.16,-0.17,1.259,0.204,-0.224,5897.0,105.0,-117.0,4.25,0.156,-0.104,13.522,294.11307,40.362968,KEPLER_CONFIRMED,5195172,1
5202905,K01932.01,Kepler-340 c,CONFIRMED,22.8245144,0.000235,-0.000235,322.7,22.4,-22.4,6.617,0.3,-0.3,3.36,0.6,-0.72,1.846,0.326,-0.399,6642.0,105.0,-157.0,4.057,0.174,-0.116,12.345,295.93347,40.300571,KEPLER_CONFIRMED,5202905,1
5209845,K02883.01,Kepler-1378 b,CONFIRMED,11.95401876,7.573e-05,-7.573e-05,855.9,51.0,-51.0,2.656,0.116,-0.116,2.1,0.13,-0.2,0.659,0.042,-0.062,4359.0,138.0,-172.0,4.611,0.056,-0.02,15.911,297.37332,40.366402,KEPLER_CONFIRMED,5209845,1
5211199,K02158.01,Kepler-1800 b,CONFIRMED,4.5620407,1.624e-05,-1.624e-05,81.6,4.0,-4.0,2.8521,0.079,-0.079,2.82,0.53,-0.98,2.506,0.468,-0.87,5343.0,85.0,-74.0,3.764,0.238,-0.102,13.052,297.65143,40.352551,KEPLER_CONFIRMED,5211199,1
5213230,K03474.01,Kepler-1923 b,CONFIRMED,52.6095103,0.0007321,-0.0007321,203.7,15.2,-15.2,8.202,0.358,-0.358,1.83,0.3,-0.32,1.294,0.207,-0.228,5881.0,79.0,-79.0,4.259,0.137,-0.112,14.192,298.0834,40.34621,KEPLER_CONFIRMED,5213230,1
5213404,K03468.01,Kepler-1508 b,CONFIRMED,20.7057153,0.0007598,-0.0007598,115.9,9.9,-9.9,9.678,0.577,-0.577,3.22,0.56,-1.04,2.437,0.423,-0.785,5668.0,85.0,-76.0,3.792,0.255,-0.102,14.276,298.11887,40.37505,KEPLER_CONFIRMED,5213404,1
5219234,K01563.03,Kepler-305 e,CONFIRMED,3.20539622,1.401e-05,-1.401e-05,453.6,24.7,-24.7,2.143,0.0947,-0.0947,1.7,0.11,-0.08,0.787,0.051,-0.039,5103.0,101.0,-101.0,4.562,0.032,-0.048,15.812,299.22433,40.343182,KEPLER_CONFIRMED,5219234,1
5252423,K00825.02,Kepler-237 b,CONFIRMED,4.71510843,1.941e-05,-1.941e-05,417.5,22.0,-22.0,2.506,0.103,-0.103,1.46,0.12,-0.14,0.732,0.062,-0.068,4861.0,131.0,-146.0,4.574,0.054,-0.041,15.289,283.22141,40.421829,KEPLER_CONFIRMED,5252423,1
5269467,K01672.01,Kepler-925 b,CONFIRMED,33.8677783,0.0001667,-0.0001667,894.8,43.2,-43.2,3.72,0.127,-0.127,2.31,0.14,-0.2,0.691,0.044,-0.06,4564.0,134.0,-134.0,4.593,0.052,-0.024,15.81,290.10654,40.490662,KEPLER_CONFIRMED,5269467,1
5272233,K02711.01,Kepler-400 b,CONFIRMED,9.02436414,4.004e-05,-4.004e-05,214.6,10.2,-10.2,3.011,0.105,-0.105,1.62,0.26,-0.2,1.111,0.178,-0.134,5885.0,105.0,-117.0,4.348,0.11,-0.11,13.642,290.94449,40.480042,KEPLER_CONFIRMED,5272233,1
5272878,K00826.01,Kepler-694 b,CONFIRMED,6.365839713,8.06e-06,-8.06e-06,780.7,13.1,-13.1,2.9721,0.0408,-0.0408,2.44,0.6,-0.21,0.849,0.212,-0.071,5776.0,155.0,-155.0,4.554,0.042,-0.168,15.09,291.14951,40.420521,KEPLER_CONFIRMED,5272878,1
5280587,K03274.01,Kepler-1451 b,CONFIRMED,35.6225528,0.0005427,-0.0005427,651.1,78.8,-78.8,4.845,0.403,-0.403,2.24,0.59,-0.2,0.878,0.231,-0.077,5799.0,157.0,-175.0,4.539,0.044,-0.187,15.332,293.44644,40.409889,KEPLER_CONFIRMED,5280587,1
5281113,K04411.01,Kepler-1602 b,CONFIRMED,11.17931581,9.722e-05,-9.722e-05,90.6,8.7,-8.7,3.103,0.219,-0.219,1.81,0.38,-0.56,1.873,0.386,-0.58,6292.0,169.0,-169.0,4.014,0.241,-0.111,13.352,293.58087,40.427471,KEPLER_CONFIRMED,5281113,1
5289854,K01593.01,Kepler-308 b,CONFIRMED,9.69501146,4.657e-05,-4.657e-05,515.2,30.9,-30.9,2.75,0.103,-0.103,2.08,0.63,-0.2,0.914,0.274,-0.091,5896.0,176.0,-194.0,4.516,0.052,-0.208,15.809,295.78516,40.439548,KEPLER_CONFIRMED,5289854,1
5299459,K01576.02,Kepler-307 c,CONFIRMED,13.08424286,2.609e-05,-2.609e-05,662.0,14.4,-14.4,3.0401,0.0549,-0.0549,2.71,0.35,-0.23,0.987,0.128,-0.085,5511.0,110.0,0.0,4.426,0.081,-0.099,14.072,297.79514,40.417709,KEPLER_CONFIRMED,5299459,1
5301750,K01589.01,Kepler-84 b,CONFIRMED,8.72585478,2.992e-05,-2.992e-05,446.7,12.8,-12.8,4.473,0.0658,-0.0658,2.86,0.45,-0.4,1.131,0.176,-0.158,6036.0,120.0,-132.0,4.326,0.12,-0.12,14.764,298.25204,40.496078,KEPLER_CONFIRMED,5301750,1
5308537,K04409.01,Kepler-1955 b,CONFIRMED,14.2651545,0.0001062,-0.0001062,66.3,5.5,-5.5,3.601,0.164,-0.164,1.06,0.18,-0.18,1.291,0.22,-0.22,5825.0,105.0,-117.0,4.237,0.156,-0.104,12.515,299.53479,40.477779,KEPLER_CONFIRMED,5308537,1
5339567,K02440.01,Kepler-1240 b,CONFIRMED,4.86638504,2.421e-05,-2.421e-05,143.8,9.9,-9.9,2.296,0.138,-0.138,1.32,0.2,-0.18,1.111,0.169,-0.154,5688.0,77.0,-77.0,4.333,0.132,-0.108,13.987,282.99973,40.557449,KEPLER_CONFIRMED,5339567,1
5340644,K00503.01,Kepler-580 b,CONFIRMED,8.22241355,1.052e-05,-1.052e-05,1468.6,25.2,-25.2,2.71,0.0413,-0.0413,2.28,0.09,-0.11,0.615,0.025,-0.031,4213.0,84.0,-84.0,4.658,0.025,-0.02,15.0,283.49982,40.552799,KEPLER_CONFIRMED,5340644,1
5340878,K04199.01,Kepler-1566 b,CONFIRMED,0.539915033,1.508e-06,-1.508e-06,97.0,6.3,-6.3,1.1466,0.073,-0.073,0.82,0.04,-0.06,0.837,0.044,-0.06,5102.0,84.0,-76.0,4.502,0.07,-0.035,14.311,283.58762,40.574928,KEPLER_CONFIRMED,5340878,1
5342473,K02297.01,Kepler-1818 b,CONFIRMED,4.64495172,2.568e-05,-2.568e-05,147.4,8.6,-8.6,3.366,0.123,-0.123,1.38,0.41,-0.22,1.129,0.338,-0.182,6047.0,180.0,-180.0,4.343,0.128,-0.192,14.338,284.32852,40.568909,KEPLER_CONFIRMED,5342473,1
5350244,K02555.01,Kepler-1276 b,CONFIRMED,12.5722897,0.000195,-0.000195,86.5,8.3,-8.3,4.765,0.304,-0.304,1.09,0.19,-0.13,1.169,0.195,-0.142,6084.0,122.0,-134.0,4.319,0.103,-0.115,12.885,287.85699,40.54718,KEPLER_CONFIRMED,5350244,1
5351250,K00408.04,Kepler-150 b,CONFIRMED,3.42806306,1.99e-05,-1.99e-05,178.4,12.6,-12.6,2.417,0.144,-0.144,1.21,0.14,-0.1,0.914,0.11,-0.07,5559.0,110.0,-110.0,4.47,0.068,-0.102,14.985,288.2341,40.520901,KEPLER_CONFIRMED,5351250,1
5357545,K02219.01,Kepler-1809 b,CONFIRMED,3.757294695,6.729e-06,-6.729e-06,273.3,16.7,-16.7,0.9269,0.0657,-0.0657,1.23,0.1,-0.03,0.716,0.054,-0.021,4901.0,78.0,-78.0,4.618,0.012,-0.054,14.099,290.26535,40.548649,KEPLER_CONFIRMED,5357545,1
5357901,K00188.01,Kepler-425 b,CONFIRMED,3.797018259,1.87e-07,-1.87e-07,14431.2,11.6,-11.6,2.2608,0.00854,-0.00854,10.07,0.75,-0.47,0.848,0.063,-0.04,5167.0,82.0,-82.0,4.527,0.04,-0.06,14.741,290.35803,40.567741,KEPLER_CONFIRMED,5357901,1
5358241,K00829.03,Kepler-53 c,CONFIRMED,38.5576546,0.0001765,-0.0001765,993.0,26.8,-26.8,5.794,0.199,-0.199,4.02,0.62,-0.36,1.053,0.161,-0.094,5775.0,78.0,-78.0,4.405,0.066,-0.123,15.386,290.46176,40.562462,KEPLER_CONFIRMED,5358241,1
5358624,K00830.01,Kepler-428 b,CONFIRMED,3.525632539,1.5e-07,-1.5e-07,22335.0,13.1,-13.1,2.59959,0.00079,-0.00079,11.58,0.9,-0.48,0.793,0.062,-0.033,5150.0,82.0,-82.0,4.572,0.02,-0.064,15.224,290.58173,40.5774,KEPLER_CONFIRMED,5358624,1
5364071,K00248.01,Kepler-49 b,CONFIRMED,7.203855862,5.921e-06,-5.921e-06,1765.9,19.2,-19.2,2.5418,0.0226,-0.0226,2.25,0.13,-0.17,0.539,0.03,-0.041,3834.0,77.0,-84.0,4.708,0.045,-0.021,15.264,292.29459,40.591789,KEPLER_CONFIRMED,5364071,1
5369827,K02690.01,Kepler-1870 b,CONFIRMED,3.606940379,7.245e-06,-7.245e-06,432.3,27.2,-27.2,1.0418,0.066,-0.066,2.04,0.26,-0.07,0.84,0.107,-0.027,5508.0,99.0,-110.0,4.569,0.012,-0.108,13.461,293.93347,40.59074,KEPLER_CONFIRMED,5369827,1
5371776,K01557.01,Kepler-304 b,CONFIRMED,3.295701024,1.921e-06,-1.921e-06,1745.7,17.3,-17.3,1.8268,0.0256,-0.0256,2.81,0.2,-0.1,0.691,0.049,-0.025,4723.0,94.0,-94.0,4.628,0.012,-0.045,14.84,294.44177,40.55759,KEPLER_CONFIRMED,5371776,1
5371777,K04327.01,Kepler-1589 b,CONFIRMED,0.991659646,7.946e-06,-7.946e-06,77.3,6.8,-6.8,2.215,0.183,-0.183,1.19,0.2,-0.13,1.244,0.205,-0.136,6117.0,73.0,-92.0,4.315,0.084,-0.126,14.978,294.4418,40.571678,KEPLER_CONFIRMED,5371777,1
5374403,K02556.01,Kepler-1277 b,CONFIRMED,40.8366307,0.0003848,-0.0003848,264.8,16.3,-16.3,4.956,0.182,-0.182,1.5,0.18,-0.13,0.925,0.11,-0.083,5529.0,110.0,-110.0,4.457,0.076,-0.093,14.05,295.10242,40.572392,KEPLER_CONFIRMED,5374403,1
5374854,K00645.02,Kepler-633 c,CONFIRMED,23.7832097,0.0001287,-0.0001287,256.5,7.2,-7.2,7.939,0.121,-0.121,2.01,0.32,-0.38,1.265,0.199,-0.243,5877.0,105.0,-129.0,4.233,0.162,-0.108,13.716,295.21744,40.592251,KEPLER_CONFIRMED,5374854,1
5375194,K01825.01,Kepler-964 b,CONFIRMED,13.52252364,7.447e-05,-7.447e-05,690.6,36.0,-36.0,3.987,0.141,-0.141,2.11,0.2,-0.1,0.816,0.078,-0.039,5338.0,106.0,-106.0,4.557,0.028,-0.077,13.895,295.30008,40.556591,KEPLER_CONFIRMED,5375194,1
5383248,K00261.01,Kepler-96 b,CONFIRMED,16.23847733,1.477e-05,-1.477e-05,646.7,5.8,-5.8,3.9699,0.0341,-0.0341,2.76,0.42,-0.24,0.993,0.15,-0.087,5683.0,114.0,-114.0,4.422,0.085,-0.114,10.297,297.06961,40.525131,KEPLER_CONFIRMED,5383248,1
5384079,K02011.02,Kepler-348 c,CONFIRMED,17.2653659,0.0001965,-0.0001965,67.9,5.5,-5.5,5.02,0.234,-0.234,1.16,0.22,-0.15,1.402,0.267,-0.178,6388.0,115.0,-140.0,4.244,0.088,-0.121,12.556,297.25504,40.54837,KEPLER_CONFIRMED,5384079,1
5436013,K02471.01,Kepler-1841 b,CONFIRMED,25.8859397,0.0002406,-0.0002406,217.1,15.8,-15.8,4.548,0.216,-0.216,1.66,0.09,-0.16,0.899,0.051,-0.083,5190.0,85.0,-77.0,4.446,0.105,-0.042,14.556,287.70688,40.685242,KEPLER_CONFIRMED,5436013,1
5436338,K02835.01,Kepler-1880 b,CONFIRMED,6.30922043,1.723e-05,-1.723e-05,691.2,38.2,-38.2,1.3251,0.0716,-0.0716,1.37,0.1,-0.12,0.53,0.041,-0.045,4380.0,130.0,-143.0,4.71,0.059,-0.032,15.906,287.82639,40.696602,KEPLER_CONFIRMED,5436338,1
5436502,K00834.01,Kepler-238 e,CONFIRMED,23.65369415,1.748e-05,-1.748e-05,3341.8,13.2,-13.2,8.2183,0.021,-0.021,7.89,1.38,-1.52,1.384,0.242,-0.266,5739.0,114.0,-103.0,4.191,0.162,-0.108,15.084,287.89713,40.637821,KEPLER_CONFIRMED,5436502,1
5437945,K03791.01,Kepler-460 b,CONFIRMED,440.7843755,0.0009208,-0.0009208,2579.0,16.1,-16.1,21.693,0.13,-0.13,7.23,2.0,-2.0,1.393,0.385,-0.385,6340.0,171.0,-209.0,4.163,0.246,-0.164,13.771,288.47485,40.65136,KEPLER_CONFIRMED,5437945,1
5438099,K01567.04,Kepler-306 e,CONFIRMED,44.8411168,0.0002781,-0.0002781,1051.6,38.5,-38.5,5.902,0.135,-0.135,2.75,0.18,-0.11,0.721,0.047,-0.029,4955.0,100.0,-100.0,4.61,0.018,-0.046,15.565,288.53867,40.61615,KEPLER_CONFIRMED,5438099,1
5438757,K01601.01,Kepler-903 b,CONFIRMED,10.35078415,4.721e-05,-4.721e-05,273.1,8.5,-8.5,6.253,0.119,-0.119,1.97,0.31,-0.27,1.08,0.165,-0.15,5534.0,82.0,-74.0,4.338,0.138,-0.103,14.659,288.77103,40.664181,KEPLER_CONFIRMED,5438757,1
5440317,K03141.01,Kepler-1438 b,CONFIRMED,2.31941571,1.601e-05,-1.601e-05,96.4,10.2,-10.2,1.591,0.155,-0.155,1.24,0.2,-0.2,1.248,0.203,-0.203,5624.0,76.0,-76.0,4.256,0.143,-0.117,14.869,289.28979,40.681671,KEPLER_CONFIRMED,5440317,1
5444548,K00409.01,Kepler-545 b,CONFIRMED,13.24931848,1.872e-05,-1.872e-05,647.6,8.4,-8.4,4.4859,0.0438,-0.0438,2.86,0.43,-0.34,1.078,0.159,-0.13,5799.0,104.0,-116.0,4.361,0.11,-0.11,14.15,290.56631,40.692039,KEPLER_CONFIRMED,5444548,1
5445681,K03039.01,Kepler-1417 b,CONFIRMED,20.3504704,0.0002623,-0.0002623,101.8,7.1,-7.1,7.225,0.25,-0.25,1.01,0.29,-0.15,1.002,0.282,-0.152,5952.0,161.0,-178.0,4.41,0.101,-0.188,13.914,290.94989,40.605221,KEPLER_CONFIRMED,5445681,1
5446285,K00142.01,Kepler-88 b,CONFIRMED,10.916108342,4.875e-06,-4.875e-06,1479.0,6.8,-6.8,3.6496,0.0646,-0.0646,3.93,0.66,-0.15,0.932,0.157,-0.036,5575.0,82.0,-116.0,4.521,0.019,-0.153,13.113,291.14807,40.669399,KEPLER_CONFIRMED,5446285,1
5450893,K02970.01,Kepler-1890 b,CONFIRMED,4.82051088,3.66e-05,-3.66e-05,40.9,3.3,-3.3,3.588,0.228,-0.228,1.08,0.19,-0.22,1.396,0.238,-0.29,6046.0,121.0,-133.0,4.158,0.174,-0.101,12.861,292.57779,40.667858,KEPLER_CONFIRMED,5450893,1
5456651,K00835.01,Kepler-239 b,CONFIRMED,11.76307164,2.035e-05,-2.035e-05,1037.3,23.9,-23.9,2.9076,0.05,-0.05,2.35,0.17,-0.08,0.756,0.054,-0.027,4959.0,99.0,,4.603,0.011,-0.06,15.208,294.20215,40.66341,KEPLER_CONFIRMED,5456651,1
5461440,K00504.01,Kepler-581 b,CONFIRMED,40.606895,0.0001893,-0.0001893,657.5,21.2,-21.2,5.756,0.114,-0.114,2.67,0.38,-0.3,1.027,0.144,-0.118,5538.0,74.0,-83.0,4.384,0.116,-0.105,14.56,295.4328,40.648239,KEPLER_CONFIRMED,5461440,1
5470739,K01585.01,Kepler-899 b,CONFIRMED,19.17893976,8.064e-05,-8.064e-05,752.8,25.3,-25.3,5.144,0.105,-0.105,2.4,0.71,-0.22,0.881,0.26,-0.081,5767.0,173.0,-173.0,4.538,0.035,-0.196,15.401,297.48257,40.680779,KEPLER_CONFIRMED,5470739,1
5474613,K01599.02,Kepler-1659 b,CONFIRMED,13.6164547,0.0001053,-0.0001053,376.1,20.9,-20.9,5.175,0.339,-0.339,22.29,6.68,-2.38,0.972,0.291,-0.104,5823.0,158.0,-193.0,4.472,0.052,-0.208,14.802,298.37384,40.61842,KEPLER_CONFIRMED,5474613,1
5480640,K02707.01,Kepler-399 d,CONFIRMED,58.0337426,0.0002476,-0.0002476,807.1,24.2,-24.2,5.584,0.107,-0.107,3.21,0.5,-0.56,1.152,0.18,-0.2,5467.0,82.0,-73.0,4.271,0.18,-0.12,14.467,299.50174,40.670799,KEPLER_CONFIRMED,5480640,1
5511081,K01930.01,Kepler-338 b,CONFIRMED,13.72710334,4.068e-05,-4.068e-05,199.2,3.4,-3.4,7.3419,0.0741,-0.0741,2.38,0.16,-0.13,1.693,0.115,-0.094,5951.0,80.0,-80.0,4.017,0.033,-0.03,12.119,282.97897,40.784351,KEPLER_CONFIRMED,5511081,1
5513012,K02668.01,Kepler-1310 b,CONFIRMED,0.679336747,8.23e-07,-8.23e-07,240.7,7.7,-7.7,1.2188,0.0366,-0.0366,1.4,0.16,-0.08,0.913,0.103,-0.055,5440.0,73.0,-81.0,4.491,0.045,-0.098,14.159,283.92004,40.740131,KEPLER_CONFIRMED,5513012,1
5514383,K00257.01,Kepler-506 b,CONFIRMED,6.88341278,1.336e-05,-1.336e-05,487.4,15.9,-15.9,2.0674,0.0521,-0.0521,2.63,0.07,-0.09,1.193,0.029,-0.043,6139.0,74.0,-86.0,4.359,0.012,-0.012,10.868,284.63519,40.71983,KEPLER_CONFIRMED,5514383,1
5520547,K02990.01,Kepler-1401 b,CONFIRMED,11.20058855,7.691e-05,-7.691e-05,219.9,13.0,-13.0,4.562,0.128,-0.128,1.7,0.47,-0.16,0.898,0.248,-0.083,6038.0,163.0,-181.0,4.524,0.046,-0.184,14.982,287.46606,40.75845,KEPLER_CONFIRMED,5520547,1
5526527,K01838.01,Kepler-970 b,CONFIRMED,16.7364755,0.0001396,-0.0001396,1147.0,143.0,-143.0,2.151,0.212,-0.212,2.73,0.09,-0.15,0.653,0.022,-0.035,4334.0,77.0,-77.0,4.618,0.04,-0.012,14.786,289.62524,40.708729,KEPLER_CONFIRMED,5526527,1
5526717,K01677.01,Kepler-926 b,CONFIRMED,52.069002,0.0001959,-0.0001959,558.3,23.3,-23.3,3.0089,0.0887,-0.0887,2.92,0.42,-0.52,1.246,0.179,-0.219,5565.0,75.0,-83.0,4.251,0.149,-0.108,14.279,289.67935,40.700459,KEPLER_CONFIRMED,5526717,1
5530112,K04067.01,Kepler-1937 b,CONFIRMED,9.6887216,0.000612,-0.000612,655.5,44.1,-44.1,2.0,0.102,-0.102,3.09,1.1,-0.37,1.196,0.428,-0.143,6457.0,179.0,-246.0,4.358,0.072,-0.217,14.158,290.65839,40.778542,KEPLER_CONFIRMED,5530112,1
5531576,K00837.01,Kepler-240 c,CONFIRMED,7.953547,1.91e-05,-1.91e-05,875.4,25.3,-25.3,2.6312,0.0595,-0.0595,2.25,0.07,-0.14,0.779,0.023,-0.049,4768.0,76.0,-85.0,4.536,0.056,-0.016,15.66,291.15878,40.750271,KEPLER_CONFIRMED,5531576,1
5531694,K00647.01,Kepler-634 b,CONFIRMED,5.16949729,1.017e-05,-1.017e-05,210.6,3.5,-3.5,4.5122,0.0464,-0.0464,2.06,0.31,-0.43,1.409,0.214,-0.294,6011.0,108.0,-132.0,4.123,0.195,-0.105,13.55,291.19507,40.702702,KEPLER_CONFIRMED,5531694,1
5531953,K01681.02,Kepler-1984 b,CONFIRMED,1.992812339,7.832e-06,-7.832e-06,314.8,22.8,-22.8,2.066,0.177,-0.177,6.81,0.75,-0.9,0.42,0.046,-0.056,3638.0,72.0,-87.0,4.844,0.049,-0.055,15.855,291.285,40.730049,KEPLER_CONFIRMED,5531953,1
5534941,K02332.01,Kepler-1827 b,CONFIRMED,3.70063251,1.772e-05,-1.772e-05,68.6,2.6,-2.6,5.408,0.102,-0.102,1.24,0.19,-0.43,1.404,0.21,-0.49,5423.0,108.0,-97.0,4.105,0.36,-0.112,13.024,292.25247,40.792721,KEPLER_CONFIRMED,5534941,1
5542466,K01590.02,Kepler-1756 b,CONFIRMED,2.35574505,1.021e-05,-1.021e-05,266.9,18.0,-18.0,1.796,0.115,-0.115,1.34,0.04,-0.1,0.812,0.027,-0.058,4915.0,78.0,-88.0,4.512,0.072,-0.022,15.674,294.36487,40.720879,KEPLER_CONFIRMED,5542466,1
5546691,K02587.01,Kepler-1283 b,CONFIRMED,12.9462567,0.000293,-0.000293,168.7,12.7,-12.7,9.568,0.606,-0.606,1.13,0.29,-0.1,0.867,0.22,-0.078,6058.0,161.0,-197.0,4.54,0.046,-0.184,15.079,295.46234,40.77697,KEPLER_CONFIRMED,5546691,1
5546761,K02160.01,Kepler-1125 b,CONFIRMED,17.6700291,0.0001226,-0.0001226,348.4,15.0,-15.0,6.693,0.188,-0.188,2.89,0.49,-0.48,1.247,0.209,-0.209,5795.0,78.0,-78.0,4.265,0.15,-0.112,14.874,295.48123,40.731979,KEPLER_CONFIRMED,5546761,1
5551240,K05178.01,Kepler-1626 b,CONFIRMED,4.13960513,4.082e-05,-4.082e-05,106.7,10.6,-10.6,3.31,0.184,-0.184,1.24,0.4,-0.13,1.181,0.382,-0.127,6535.0,154.0,-212.0,4.373,0.065,-0.195,14.275,296.50043,40.72123,KEPLER_CONFIRMED,5551240,1
5561278,K01621.01,Kepler-911 b,CONFIRMED,20.31047472,6.135e-05,-6.135e-05,164.6,4.1,-4.1,5.3357,0.0676,-0.0676,2.41,0.18,-0.1,1.877,0.141,-0.071,6065.0,91.0,-72.0,3.97,0.011,-0.014,11.855,298.5892,40.75069,KEPLER_CONFIRMED,5561278,1
5562090,K02664.01,Kepler-1309 b,CONFIRMED,28.8431751,0.0002705,-0.0002705,756.7,58.8,-58.8,3.171,0.196,-0.196,2.66,0.3,-0.3,0.785,0.088,-0.088,5151.0,168.0,-153.0,4.528,0.082,-0.067,15.652,298.73523,40.76416,KEPLER_CONFIRMED,5562090,1
5599774,K02337.01,Kepler-1195 b,CONFIRMED,8.49640437,2.908e-05,-2.908e-05,834.0,44.5,-44.5,2.2128,0.0959,-0.0959,2.14,0.24,-0.2,0.709,0.079,-0.065,5093.0,151.0,-151.0,4.586,0.061,-0.05,15.888,284.3511,40.852982,KEPLER_CONFIRMED,5599774,1
5601258,K02191.01,Kepler-1805 b,CONFIRMED,8.84784273,3.369e-05,-3.369e-05,460.2,25.8,-25.8,2.0572,0.0995,-0.0995,1.15,0.07,-0.07,0.552,0.033,-0.033,3867.0,77.0,-84.0,4.718,0.027,-0.033,14.911,285.08655,40.898998,KEPLER_CONFIRMED,5601258,1
5602588,K02369.01,Kepler-1211 b,CONFIRMED,11.01819178,7.244e-05,-7.244e-05,545.7,26.8,-26.8,4.635,0.148,-0.148,2.64,0.82,-0.27,0.969,0.3,-0.1,6075.0,168.0,-210.0,4.486,0.052,-0.208,15.832,285.72079,40.85696,KEPLER_CONFIRMED,5602588,1
5609593,K02834.01,Kepler-1362 b,CONFIRMED,136.205112,0.001384,-0.001384,1209.3,70.2,-70.2,5.568,0.2,-0.2,2.35,0.22,-0.17,0.675,0.062,-0.05,4648.0,167.0,-167.0,4.631,0.032,-0.042,15.839,288.53854,40.87711,KEPLER_CONFIRMED,5609593,1
5613330,K00649.01,Kepler-635 b,CONFIRMED,23.44970494,7.193e-05,-7.193e-05,315.6,5.0,-5.0,8.6567,0.0766,-0.0766,2.71,0.49,-0.41,1.524,0.278,-0.228,6188.0,110.0,-135.0,4.196,0.115,-0.126,13.31,289.77325,40.80072,KEPLER_CONFIRMED,5613330,1
5617854,K01588.01,Kepler-901 b,CONFIRMED,3.517494725,3.791e-06,-3.791e-06,532.8,12.0,-12.0,1.5639,0.0333,-0.0333,1.42,0.07,-0.08,0.564,0.03,-0.03,4132.0,82.0,-91.0,4.699,0.025,-0.028,14.699,291.15295,40.887489,KEPLER_CONFIRMED,5617854,1
5621125,K01814.01,Kepler-959 b,CONFIRMED,14.80075082,4.039e-05,-4.039e-05,501.4,10.6,-10.6,5.762,0.0741,-0.0741,17.38,3.36,-6.24,7.663,1.482,-2.752,6327.0,301.0,-452.0,3.092,0.287,-0.123,12.538,292.17117,40.811378,KEPLER_CONFIRMED,5621125,1
5621586,K02415.01,Kepler-1836 b,CONFIRMED,5.25419589,1.901e-05,-1.901e-05,461.8,20.8,-20.8,2.9878,0.0812,-0.0812,2.12,0.69,-0.22,0.987,0.317,-0.106,6123.0,190.0,-232.0,4.472,0.054,-0.216,15.659,292.31512,40.838821,KEPLER_CONFIRMED,5621586,1
5629353,K06132.02,Kepler-1640 b,CONFIRMED,7.5844241,0.0002854,-0.0002854,1005.0,47.0,-47.0,3.918,0.125,-0.125,5.83,1.78,-1.59,1.651,0.502,-0.451,6264.0,177.0,-265.0,4.133,0.2,-0.18,14.624,294.55789,40.850498,KEPLER_CONFIRMED,5629353,1
5629538,K02345.01,Kepler-1201 b,CONFIRMED,15.18727049,8.664e-05,-8.664e-05,292.5,15.6,-15.6,4.509,0.154,-0.154,1.94,0.58,-0.25,1.005,0.304,-0.13,6136.0,183.0,-220.0,4.414,0.105,-0.195,14.724,294.61481,40.833172,KEPLER_CONFIRMED,5629538,1
5631630,K02010.01,Kepler-1051 b,CONFIRMED,25.96190067,9.616e-05,-9.616e-05,350.3,10.5,-10.5,6.2732,0.0941,-0.0941,3.25,0.59,-0.73,1.729,0.315,-0.386,6369.0,77.0,-83.0,4.088,0.174,-0.116,13.2,295.15811,40.898849,KEPLER_CONFIRMED,5631630,1
5640085,K00448.01,Kepler-159 b,CONFIRMED,10.13958818,2.076e-05,-2.076e-05,1155.9,31.8,-31.8,2.6446,0.0517,-0.0517,1.68,0.13,-0.13,0.5,0.037,-0.041,3893.0,78.0,-85.0,4.758,0.04,-0.036,14.902,297.07016,40.86879,KEPLER_CONFIRMED,5640085,1
5644412,K04194.01,Kepler-1565 b,CONFIRMED,1.538185321,7.011e-06,-7.011e-06,277.2,21.0,-21.0,1.683,0.101,-0.101,1.29,0.17,-0.12,0.723,0.097,-0.065,5107.0,184.0,-184.0,4.615,0.033,-0.077,15.329,297.95297,40.806808,KEPLER_CONFIRMED,5644412,1
